Entity,Code,Day,Baseline expected deaths,Reported deaths
Bhutan,BTN,2023-11-30,232.5,285
Bhutan,BTN,2023-12-31,334.5,318
Bolivia,BOL,2020-01-31,4554.6,5016
Bolivia,BOL,2020-02-29,4126.6,4641
Bolivia,BOL,2020-03-31,4471.2,5014
Bolivia,BOL,2020-04-30,4278.8,3608
Bolivia,BOL,2020-05-31,4557.4,5065
Bolivia,BOL,2020-06-30,4681.2,9528
Bolivia,BOL,2020-07-31,4705.6,17007
Bolivia,BOL,2020-08-31,4572.8,8809
Bolivia,BOL,2020-09-30,4353.6,5572
Bolivia,BOL,2020-10-31,4443.8,5288
Bolivia,BOL,2020-11-30,4252.2,4936
Bolivia,BOL,2020-12-31,4541.8,5128
Bolivia,BOL,2021-01-31,4604.1,10243
Bolivia,BOL,2021-02-28,4176.1,7579
Bolivia,BOL,2021-03-31,4520.7,6186
Bolivia,BOL,2021-04-30,4328.3,5817
Bolivia,BOL,2021-05-31,4606.9,9296
Bolivia,BOL,2021-06-30,4730.7,10881
Bolivia,BOL,2021-07-31,4755.1,7834
Bolivia,BOL,2021-08-31,4622.3,6249
Bolivia,BOL,2021-09-30,4403.1,5202
Bolivia,BOL,2021-10-31,4493.3,5179
Bolivia,BOL,2021-11-30,4301.7,5340
Bolivia,BOL,2021-12-31,4591.3,6739
Bolivia,BOL,2022-01-31,4653.7,10039
Bolivia,BOL,2022-02-28,4225.7,
Bolivia,BOL,2022-03-31,4570.3,
Bolivia,BOL,2022-04-30,4377.9,
Bolivia,BOL,2022-05-31,4656.5,
Bolivia,BOL,2022-06-30,4780.3,
Bolivia,BOL,2022-07-31,4804.7,
Bolivia,BOL,2022-08-31,4671.9,
Bolivia,BOL,2022-09-30,4452.7,
Bolivia,BOL,2022-10-31,4542.9,
Bolivia,BOL,2022-11-30,4351.3,
Bolivia,BOL,2022-12-31,4640.9,
Bolivia,BOL,2023-01-31,4703.2,
Bolivia,BOL,2023-02-28,4275.2,
Bolivia,BOL,2023-03-31,4619.8,
Bolivia,BOL,2023-04-30,4427.4,
Bolivia,BOL,2023-05-31,4706,
Bolivia,BOL,2023-06-30,4829.8,
Bolivia,BOL,2023-07-31,4854.2,
Bolivia,BOL,2023-08-31,4721.4,
Bolivia,BOL,2023-09-30,4502.2,
Bolivia,BOL,2023-10-31,4592.4,
Bolivia,BOL,2023-11-30,4400.8,
Bolivia,BOL,2023-12-31,4690.4,
Bosnia and Herzegovina,BIH,2020-01-31,3398.8,2800
Bosnia and Herzegovina,BIH,2020-02-29,3315.2,3203
Bosnia and Herzegovina,BIH,2020-03-31,3366.2,2970
Bosnia and Herzegovina,BIH,2020-04-30,3011,3207
Bosnia and Herzegovina,BIH,2020-05-31,2998.8,2938
Bosnia and Herzegovina,BIH,2020-06-30,2764.6,2953
Bosnia and Herzegovina,BIH,2020-07-31,2809,3066
Bosnia and Herzegovina,BIH,2020-08-31,2853.8,3329
Bosnia and Herzegovina,BIH,2020-09-30,2669.6,3459
Bosnia and Herzegovina,BIH,2020-10-31,3014.8,3506
Bosnia and Herzegovina,BIH,2020-11-30,2936,5410
Bosnia and Herzegovina,BIH,2020-12-31,3069.4,5962
Bosnia and Herzegovina,BIH,2021-01-31,3379.5,3452
Bosnia and Herzegovina,BIH,2021-02-28,3295.9,3454
Bosnia and Herzegovina,BIH,2021-03-31,3346.9,4787
Bosnia and Herzegovina,BIH,2021-04-30,2991.7,6051
Bosnia and Herzegovina,BIH,2021-05-31,2979.5,4223
Bosnia and Herzegovina,BIH,2021-06-30,2745.3,3276
Bosnia and Herzegovina,BIH,2021-07-31,2789.7,3067
Bosnia and Herzegovina,BIH,2021-08-31,2834.5,3019
Bosnia and Herzegovina,BIH,2021-09-30,2650.3,3779
Bosnia and Herzegovina,BIH,2021-10-31,2995.5,4125
Bosnia and Herzegovina,BIH,2021-11-30,2916.7,4615
Bosnia and Herzegovina,BIH,2021-12-31,3050.1,4655
Bosnia and Herzegovina,BIH,2022-01-31,3360.3,3985
Bosnia and Herzegovina,BIH,2022-02-28,3276.7,5060
Bosnia and Herzegovina,BIH,2022-03-31,3327.7,3931
Bosnia and Herzegovina,BIH,2022-04-30,2972.5,2970
Bosnia and Herzegovina,BIH,2022-05-31,2960.3,3000
Bosnia and Herzegovina,BIH,2022-06-30,2726.1,2705
Bosnia and Herzegovina,BIH,2022-07-31,2770.5,2779
Bosnia and Herzegovina,BIH,2022-08-31,2815.3,3182
Bosnia and Herzegovina,BIH,2022-09-30,2631.1,3075
Bosnia and Herzegovina,BIH,2022-10-31,2976.3,2864
Bosnia and Herzegovina,BIH,2022-11-30,2897.5,2887
Bosnia and Herzegovina,BIH,2022-12-31,3030.9,3227
Bosnia and Herzegovina,BIH,2023-01-31,3341.1,3071
Bosnia and Herzegovina,BIH,2023-02-28,3257.5,2974
Bosnia and Herzegovina,BIH,2023-03-31,3308.5,3270
Bosnia and Herzegovina,BIH,2023-04-30,2953.3,2771
Bosnia and Herzegovina,BIH,2023-05-31,2941.1,2929
Bosnia and Herzegovina,BIH,2023-06-30,2706.9,2598
Bosnia and Herzegovina,BIH,2023-07-31,2751.3,2701
Bosnia and Herzegovina,BIH,2023-08-31,2796.1,2781
Bosnia and Herzegovina,BIH,2023-09-30,2611.9,2712
Bosnia and Herzegovina,BIH,2023-10-31,2957.1,2785
Bosnia and Herzegovina,BIH,2023-11-30,2878.3,2966
Bosnia and Herzegovina,BIH,2023-12-31,3011.7,2876
Brazil,BRA,2020-01-31,111655.7,110932
Brazil,BRA,2020-02-29,101103.5,104255
Brazil,BRA,2020-03-31,112833.5,117888
Brazil,BRA,2020-04-30,112959.5,123596
Brazil,BRA,2020-05-31,120041.9,154511
Brazil,BRA,2020-06-30,119786.5,140663
Brazil,BRA,2020-07-31,124114.1,145262
Brazil,BRA,2020-08-31,117867.9,141329
Brazil,BRA,2020-09-30,111368.9,127115
Brazil,BRA,2020-10-31,112673.3,128797
Brazil,BRA,2020-11-30,106825.1,122598
Brazil,BRA,2020-12-31,112855.3,139878
Brazil,BRA,2021-01-31,113140.7,151728
Brazil,BRA,2021-02-28,102588.5,137029
Brazil,BRA,2021-03-31,114318.5,209406
Brazil,BRA,2021-04-30,114444.5,196654
Brazil,BRA,2021-05-31,121526.9,182945
Brazil,BRA,2021-06-30,121271.5,172187
Brazil,BRA,2021-07-31,125599.1,158549
Brazil,BRA,2021-08-31,119352.9,143594
Brazil,BRA,2021-09-30,112853.9,125984
Brazil,BRA,2021-10-31,114158.3,125180
Brazil,BRA,2021-11-30,108310.1,119930
Brazil,BRA,2021-12-31,114340.3,132436
Brazil,BRA,2022-01-31,114625.7,166126
Brazil,BRA,2022-02-28,104073.5,133972
Brazil,BRA,2022-03-31,115803.5,121423
Brazil,BRA,2022-04-30,115929.5,116992
Brazil,BRA,2022-05-31,123011.9,131226
Brazil,BRA,2022-06-30,122756.5,135693
Brazil,BRA,2022-07-31,127084.1,137561
Brazil,BRA,2022-08-31,120837.9,126129
Brazil,BRA,2022-09-30,114338.9,118621
Brazil,BRA,2022-10-31,115643.3,120206
Brazil,BRA,2022-11-30,109795.1,115041
Brazil,BRA,2022-12-31,115825.3,121276
Brazil,BRA,2023-01-31,116110.6,119742
Brazil,BRA,2023-02-28,105558.4,107506
Brazil,BRA,2023-03-31,117288.4,122717
Brazil,BRA,2023-04-30,117414.4,123434
Brazil,BRA,2023-05-31,124496.8,132061
Brazil,BRA,2023-06-30,124241.4,131328
Brazil,BRA,2023-07-31,128569,133682
Brazil,BRA,2023-08-31,122322.8,125647
Brazil,BRA,2023-09-30,115823.8,120802
Brazil,BRA,2023-10-31,117128.2,123001
Brazil,BRA,2023-11-30,111280,123878
Brazil,BRA,2023-12-31,117310.2,121855
Brunei,BRN,2020-01-31,156.2,183
Brunei,BRN,2020-02-29,135,151
Brunei,BRN,2020-03-31,149.8,151
Brunei,BRN,2020-04-30,147.6,138
Brunei,BRN,2020-05-31,147.2,136
Brunei,BRN,2020-06-30,127.4,182
Brunei,BRN,2020-07-31,148.8,140
Brunei,BRN,2020-08-31,157.4,148
Brunei,BRN,2020-09-30,154.6,122
Brunei,BRN,2020-10-31,160.2,133
Brunei,BRN,2020-11-30,133.4,128
Brunei,BRN,2020-12-31,151.2,140
Brunei,BRN,2021-01-31,159.5,124
Brunei,BRN,2021-02-28,138.3,145
Brunei,BRN,2021-03-31,153.1,159
Brunei,BRN,2021-04-30,150.9,148
Brunei,BRN,2021-05-31,150.5,140
Brunei,BRN,2021-06-30,130.7,164
Brunei,BRN,2021-07-31,152.1,155
Brunei,BRN,2021-08-31,160.7,54
Brunei,BRN,2021-09-30,157.9,59
Brunei,BRN,2021-10-31,163.5,132
Brunei,BRN,2021-11-30,136.7,313
Brunei,BRN,2021-12-31,154.5,272
Brunei,BRN,2022-01-31,162.9,195
Brunei,BRN,2022-02-28,141.7,139
Brunei,BRN,2022-03-31,156.5,274
Brunei,BRN,2022-04-30,154.3,197
Brunei,BRN,2022-05-31,153.9,185
Brunei,BRN,2022-06-30,134.1,214
Brunei,BRN,2022-07-31,155.5,189
Brunei,BRN,2022-08-31,164.1,215
Brunei,BRN,2022-09-30,161.3,180
Brunei,BRN,2022-10-31,166.9,206
Brunei,BRN,2022-11-30,140.1,168
Brunei,BRN,2022-12-31,157.9,160
Brunei,BRN,2023-01-31,166.2,170
Brunei,BRN,2023-02-28,145,163
Brunei,BRN,2023-03-31,159.8,176
Brunei,BRN,2023-04-30,157.6,165
Brunei,BRN,2023-05-31,157.2,176
Brunei,BRN,2023-06-30,137.4,158
Brunei,BRN,2023-07-31,158.8,164
Brunei,BRN,2023-08-31,167.4,156
Brunei,BRN,2023-09-30,164.6,170
Brunei,BRN,2023-10-31,170.2,154
Brunei,BRN,2023-11-30,143.4,177
Brunei,BRN,2023-12-31,161.2,174
Bulgaria,BGR,2020-01-05,2565.9,2091
Bulgaria,BGR,2020-01-12,2556.9,2262
Bulgaria,BGR,2020-01-19,2510.7,2166
Bulgaria,BGR,2020-01-26,2490.7,2375
Bulgaria,BGR,2020-02-02,2442.3,2414
Bulgaria,BGR,2020-02-09,2294.9,2328
Bulgaria,BGR,2020-02-16,2278.3,2286
Bulgaria,BGR,2020-02-23,2269.1,2142
Bulgaria,BGR,2020-03-01,2261.9,2152
Bulgaria,BGR,2020-03-08,2250.7,2011
Bulgaria,BGR,2020-03-15,2184.3,2000
Bulgaria,BGR,2020-03-22,2145.3,1970
Bulgaria,BGR,2020-03-29,2124.7,1999
Bulgaria,BGR,2020-04-05,2114.3,1951
Bulgaria,BGR,2020-04-12,2056.3,1920
Bulgaria,BGR,2020-04-19,2048.1,2024
Bulgaria,BGR,2020-04-26,2034.3,1981
Bulgaria,BGR,2020-05-03,1994.9,1891
Bulgaria,BGR,2020-05-10,2012.3,1913
Bulgaria,BGR,2020-05-17,1951.5,2087
Bulgaria,BGR,2020-05-24,1956.9,1898
Bulgaria,BGR,2020-05-31,1935.5,1799
Bulgaria,BGR,2020-06-07,1900.7,1922
Bulgaria,BGR,2020-06-14,1916.3,1951
Bulgaria,BGR,2020-06-21,1943.5,1930
Bulgaria,BGR,2020-06-28,1941.1,1904
Bulgaria,BGR,2020-07-05,1879.9,2138
Bulgaria,BGR,2020-07-12,1922.5,2043
Bulgaria,BGR,2020-07-19,1854.9,1846
Bulgaria,BGR,2020-07-26,1953.1,1987
Bulgaria,BGR,2020-08-02,1944.9,2161
Bulgaria,BGR,2020-08-09,1916.3,2059
Bulgaria,BGR,2020-08-16,1840.9,1975
Bulgaria,BGR,2020-08-23,1816.1,1911
Bulgaria,BGR,2020-08-30,1799.7,1937
Bulgaria,BGR,2020-09-06,1797.7,1946
Bulgaria,BGR,2020-09-13,1798.9,1912
Bulgaria,BGR,2020-09-20,1795.5,1849
Bulgaria,BGR,2020-09-27,1785.1,1844
Bulgaria,BGR,2020-10-04,1930.7,1986
Bulgaria,BGR,2020-10-11,1966.9,2084
Bulgaria,BGR,2020-10-18,2040.7,2157
Bulgaria,BGR,2020-10-25,2035.1,2372
Bulgaria,BGR,2020-11-01,2068.7,2732
Bulgaria,BGR,2020-11-08,2084.9,3236
Bulgaria,BGR,2020-11-15,2107.1,3948
Bulgaria,BGR,2020-11-22,2062.1,4407
Bulgaria,BGR,2020-11-29,2086.9,4739
Bulgaria,BGR,2020-12-06,2136.5,4753
Bulgaria,BGR,2020-12-13,2175.5,4370
Bulgaria,BGR,2020-12-20,2208.9,3945
Bulgaria,BGR,2020-12-27,2336.1,3242
Bulgaria,BGR,2021-01-03,2336.1,2968
Bulgaria,BGR,2021-01-10,2559.9,2628
Bulgaria,BGR,2021-01-17,2550.9,2489
Bulgaria,BGR,2021-01-24,2504.7,2525
Bulgaria,BGR,2021-01-31,2484.7,2464
Bulgaria,BGR,2021-02-07,2436.3,2388
Bulgaria,BGR,2021-02-14,2288.9,2371
Bulgaria,BGR,2021-02-21,2272.3,2494
Bulgaria,BGR,2021-02-28,2263.1,2589
Bulgaria,BGR,2021-03-07,2255.9,2755
Bulgaria,BGR,2021-03-14,2244.7,3020
Bulgaria,BGR,2021-03-21,2178.3,3391
Bulgaria,BGR,2021-03-28,2139.3,3686
Bulgaria,BGR,2021-04-04,2118.7,4044
Bulgaria,BGR,2021-04-11,2108.3,3787
Bulgaria,BGR,2021-04-18,2050.3,3738
Bulgaria,BGR,2021-04-25,2042.1,3437
Bulgaria,BGR,2021-05-02,2028.3,3139
Bulgaria,BGR,2021-05-09,1988.9,2801
Bulgaria,BGR,2021-05-16,2006.3,2552
Bulgaria,BGR,2021-05-23,1945.5,2362
Bulgaria,BGR,2021-05-30,1950.9,2184
Bulgaria,BGR,2021-06-06,1929.5,2098
Bulgaria,BGR,2021-06-13,1894.7,2054
Bulgaria,BGR,2021-06-20,1910.3,2030
Bulgaria,BGR,2021-06-27,1937.5,2291
Bulgaria,BGR,2021-07-04,1935.1,2139
Bulgaria,BGR,2021-07-11,1873.9,2099
Bulgaria,BGR,2021-07-18,1916.5,2091
Bulgaria,BGR,2021-07-25,1848.9,1936
Bulgaria,BGR,2021-08-01,1947.1,2104
Bulgaria,BGR,2021-08-08,1938.9,2242
Bulgaria,BGR,2021-08-15,1910.3,2243
Bulgaria,BGR,2021-08-22,1834.9,2085
Bulgaria,BGR,2021-08-29,1810.1,2348
Bulgaria,BGR,2021-09-05,1793.7,2479
Bulgaria,BGR,2021-09-12,1791.7,2658
Bulgaria,BGR,2021-09-19,1792.9,2900
Bulgaria,BGR,2021-09-26,1789.5,2776
Bulgaria,BGR,2021-10-03,1779.1,2842
Bulgaria,BGR,2021-10-10,1924.7,3073
Bulgaria,BGR,2021-10-17,1960.9,3403
Bulgaria,BGR,2021-10-24,2034.7,3841
Bulgaria,BGR,2021-10-31,2029.1,4049
Bulgaria,BGR,2021-11-07,2062.7,4171
Bulgaria,BGR,2021-11-14,2078.9,4092
Bulgaria,BGR,2021-11-21,2101.1,3987
Bulgaria,BGR,2021-11-28,2056.1,3657
Bulgaria,BGR,2021-12-05,2080.9,3491
Bulgaria,BGR,2021-12-12,2130.5,3310
Bulgaria,BGR,2021-12-19,2169.5,3132
Bulgaria,BGR,2021-12-26,2202.9,3100
Bulgaria,BGR,2022-01-02,2330.1,3084
Bulgaria,BGR,2022-01-09,2553.8,3170
Bulgaria,BGR,2022-01-16,2544.8,3166
Bulgaria,BGR,2022-01-23,2498.6,3276
Bulgaria,BGR,2022-01-30,2478.6,3501
Bulgaria,BGR,2022-02-06,2430.2,3649
Bulgaria,BGR,2022-02-13,2282.8,3651
Bulgaria,BGR,2022-02-20,2266.2,3470
Bulgaria,BGR,2022-02-27,2257,3046
Bulgaria,BGR,2022-03-06,2249.8,2712
Bulgaria,BGR,2022-03-13,2238.6,2671
Bulgaria,BGR,2022-03-20,2172.2,2442
Bulgaria,BGR,2022-03-27,2133.2,2504
Bulgaria,BGR,2022-04-03,2112.6,2394
Bulgaria,BGR,2022-04-10,2102.2,2311
Bulgaria,BGR,2022-04-17,2044.2,2148
Bulgaria,BGR,2022-04-24,2036,2059
Bulgaria,BGR,2022-05-01,2022.2,2144
Bulgaria,BGR,2022-05-08,1982.8,1893
Bulgaria,BGR,2022-05-15,2000.2,2024
Bulgaria,BGR,2022-05-22,1939.4,1983
Bulgaria,BGR,2022-05-29,1944.8,1975
Bulgaria,BGR,2022-06-05,1923.4,1900
Bulgaria,BGR,2022-06-12,1888.6,1767
Bulgaria,BGR,2022-06-19,1904.2,1780
Bulgaria,BGR,2022-06-26,1931.4,1858
Bulgaria,BGR,2022-07-03,1929,1873
Bulgaria,BGR,2022-07-10,1867.8,1860
Bulgaria,BGR,2022-07-17,1910.4,1928
Bulgaria,BGR,2022-07-24,1842.8,2003
Bulgaria,BGR,2022-07-31,1941,2164
Bulgaria,BGR,2022-08-07,1932.8,2155
Bulgaria,BGR,2022-08-14,1904.2,2054
Bulgaria,BGR,2022-08-21,1828.8,2073
Bulgaria,BGR,2022-08-28,1804,1984
Bulgaria,BGR,2022-09-04,1787.6,1862
Bulgaria,BGR,2022-09-11,1785.6,1937
Bulgaria,BGR,2022-09-18,1786.8,1903
Bulgaria,BGR,2022-09-25,1783.4,1844
Bulgaria,BGR,2022-10-02,1773,1973
Bulgaria,BGR,2022-10-09,1918.6,1969
Bulgaria,BGR,2022-10-16,1954.8,1996
Bulgaria,BGR,2022-10-23,2028.6,2095
Bulgaria,BGR,2022-10-30,2023,2122
Bulgaria,BGR,2022-11-06,2056.6,2160
Bulgaria,BGR,2022-11-13,2072.8,2092
Bulgaria,BGR,2022-11-20,2095,2143
Bulgaria,BGR,2022-11-27,2050,1945
Bulgaria,BGR,2022-12-04,2074.8,2020
Bulgaria,BGR,2022-12-11,2124.4,2143
Bulgaria,BGR,2022-12-18,2163.4,2120
Bulgaria,BGR,2022-12-25,2196.8,2122
Bulgaria,BGR,2023-01-01,2324,2219
Bulgaria,BGR,2023-01-08,2547.8,2304
Bulgaria,BGR,2023-01-15,2538.8,2268
Bulgaria,BGR,2023-01-22,2492.6,2380
Bulgaria,BGR,2023-01-29,2472.6,2105
Bulgaria,BGR,2023-02-05,2424.2,2056
Bulgaria,BGR,2023-02-12,2276.8,2152
Bulgaria,BGR,2023-02-19,2260.2,2261
Bulgaria,BGR,2023-02-26,2251,2087
Bulgaria,BGR,2023-03-05,2243.8,1980
Bulgaria,BGR,2023-03-12,2232.6,1926
Bulgaria,BGR,2023-03-19,2166.2,1956
Bulgaria,BGR,2023-03-26,2127.2,1919
Bulgaria,BGR,2023-04-02,2106.6,1972
Bulgaria,BGR,2023-04-09,2096.2,1834
Bulgaria,BGR,2023-04-16,2038.2,1892
Bulgaria,BGR,2023-04-23,2030,1970
Bulgaria,BGR,2023-04-30,2016.2,1862
Bulgaria,BGR,2023-05-07,1976.8,1853
Bulgaria,BGR,2023-05-14,1994.2,1834
Bulgaria,BGR,2023-05-21,1933.4,1842
Bulgaria,BGR,2023-05-28,1938.8,1915
Bulgaria,BGR,2023-06-04,1917.4,1836
Bulgaria,BGR,2023-06-11,1882.6,1834
Bulgaria,BGR,2023-06-18,1898.2,1692
Bulgaria,BGR,2023-06-25,1925.4,1938
Bulgaria,BGR,2023-07-02,1923,1631
Bulgaria,BGR,2023-07-09,1861.8,1726
Bulgaria,BGR,2023-07-16,1904.4,1918
Bulgaria,BGR,2023-07-23,1836.8,2075
Bulgaria,BGR,2023-07-30,1935,1818
Bulgaria,BGR,2023-08-06,1926.8,1801
Bulgaria,BGR,2023-08-13,1898.2,1689
Bulgaria,BGR,2023-08-20,1822.8,1764
Bulgaria,BGR,2023-08-27,1798,1903
Bulgaria,BGR,2023-09-03,1781.6,1731
Bulgaria,BGR,2023-09-10,1779.6,1628
Bulgaria,BGR,2023-09-17,1780.8,1718
Bulgaria,BGR,2023-09-24,1777.4,1736
Bulgaria,BGR,2023-10-01,1767,1742
Bulgaria,BGR,2023-10-08,1912.6,1714
Bulgaria,BGR,2023-10-15,1948.8,1907
Bulgaria,BGR,2023-10-22,2022.6,1946
Bulgaria,BGR,2023-10-29,2017,2020
Bulgaria,BGR,2023-11-05,2050.6,1941
Bulgaria,BGR,2023-11-12,2066.8,1990
Bulgaria,BGR,2023-11-19,2089,2042
Bulgaria,BGR,2023-11-26,2044,2124
Bulgaria,BGR,2023-12-03,2068.8,2083
Bulgaria,BGR,2023-12-10,2118.4,2010
Bulgaria,BGR,2023-12-17,2157.4,2059
Bulgaria,BGR,2023-12-24,2190.8,2023
Bulgaria,BGR,2023-12-31,2318,2251
Canada,CAN,2020-01-05,6415.1,6230
Canada,CAN,2020-01-12,6454.1,6210
Canada,CAN,2020-01-19,6413.1,6130
Canada,CAN,2020-01-26,6321.1,6165
Canada,CAN,2020-02-02,6108.1,5855
Canada,CAN,2020-02-09,6111.1,5910
Canada,CAN,2020-02-16,6105.1,5735
Canada,CAN,2020-02-23,6056.1,5685
Canada,CAN,2020-03-01,5981.1,5775
Canada,CAN,2020-03-08,5994.1,5765
Canada,CAN,2020-03-15,5888.1,5675
Canada,CAN,2020-03-22,5864.1,5870
Canada,CAN,2020-03-29,5809.1,5940
Canada,CAN,2020-04-05,5757.1,6310
Canada,CAN,2020-04-12,5665.1,6590
Canada,CAN,2020-04-19,5666.1,6630
Canada,CAN,2020-04-26,5612.1,6930
Canada,CAN,2020-05-03,5631.1,6895
Canada,CAN,2020-05-10,5541.1,6445
Canada,CAN,2020-05-17,5421.1,6120
Canada,CAN,2020-05-24,5376.1,5925
Canada,CAN,2020-05-31,5316.1,5890
Canada,CAN,2020-06-07,5267.1,5540
Canada,CAN,2020-06-14,5259.1,5200
Canada,CAN,2020-06-21,5215.1,5310
Canada,CAN,2020-06-28,5247.1,5290
Canada,CAN,2020-07-05,5266.1,5155
Canada,CAN,2020-07-12,5219.1,5400
Canada,CAN,2020-07-19,5151.1,5275
Canada,CAN,2020-07-26,5193.1,5280
Canada,CAN,2020-08-02,5185.1,5235
Canada,CAN,2020-08-09,5207.1,5240
Canada,CAN,2020-08-16,5182.1,5415
Canada,CAN,2020-08-23,5192.1,5425
Canada,CAN,2020-08-30,5234.1,5240
Canada,CAN,2020-09-06,5276.1,5435
Canada,CAN,2020-09-13,5265.1,5320
Canada,CAN,2020-09-20,5297.1,5465
Canada,CAN,2020-09-27,5426.1,5740
Canada,CAN,2020-10-04,5523.1,5695
Canada,CAN,2020-10-11,5554.1,5785
Canada,CAN,2020-10-18,5645.1,5725
Canada,CAN,2020-10-25,5632.1,5750
Canada,CAN,2020-11-01,5710.1,5905
Canada,CAN,2020-11-08,5656.1,6265
Canada,CAN,2020-11-15,5678.1,6135
Canada,CAN,2020-11-22,5711.1,6135
Canada,CAN,2020-11-29,5732.1,6295
Canada,CAN,2020-12-06,5771.1,6500
Canada,CAN,2020-12-13,5877.1,6575
Canada,CAN,2020-12-20,5946.1,6440
Canada,CAN,2020-12-27,6037.1,6665
Canada,CAN,2021-01-03,6037.1,6765
Canada,CAN,2021-01-10,6528.5,6820
Canada,CAN,2021-01-17,6567.5,6785
Canada,CAN,2021-01-24,6526.5,6760
Canada,CAN,2021-01-31,6434.5,6690
Canada,CAN,2021-02-07,6221.5,6485
Canada,CAN,2021-02-14,6224.5,6120
Canada,CAN,2021-02-21,6218.5,6080
Canada,CAN,2021-02-28,6169.5,5990
Canada,CAN,2021-03-07,6094.5,5990
Canada,CAN,2021-03-14,6107.5,5790
Canada,CAN,2021-03-21,6001.5,5645
Canada,CAN,2021-03-28,5977.5,5760
Canada,CAN,2021-04-04,5922.5,5690
Canada,CAN,2021-04-11,5870.5,5880
Canada,CAN,2021-04-18,5778.5,5745
Canada,CAN,2021-04-25,5779.5,5765
Canada,CAN,2021-05-02,5725.5,5980
Canada,CAN,2021-05-09,5744.5,5910
Canada,CAN,2021-05-16,5654.5,5815
Canada,CAN,2021-05-23,5534.5,5825
Canada,CAN,2021-05-30,5489.5,5370
Canada,CAN,2021-06-06,5429.5,5660
Canada,CAN,2021-06-13,5380.5,5360
Canada,CAN,2021-06-20,5372.5,5415
Canada,CAN,2021-06-27,5328.5,5340
Canada,CAN,2021-07-04,5360.5,6175
Canada,CAN,2021-07-11,5379.5,5420
Canada,CAN,2021-07-18,5332.5,5415
Canada,CAN,2021-07-25,5264.5,5420
Canada,CAN,2021-08-01,5306.5,5560
Canada,CAN,2021-08-08,5298.5,5570
Canada,CAN,2021-08-15,5320.5,5490
Canada,CAN,2021-08-22,5295.5,5755
Canada,CAN,2021-08-29,5305.5,5660
Canada,CAN,2021-09-05,5347.5,5835
Canada,CAN,2021-09-12,5389.5,6115
Canada,CAN,2021-09-19,5378.5,5990
Canada,CAN,2021-09-26,5410.5,5980
Canada,CAN,2021-10-03,5539.5,6070
Canada,CAN,2021-10-10,5636.5,6030
Canada,CAN,2021-10-17,5667.5,6195
Canada,CAN,2021-10-24,5758.5,6205
Canada,CAN,2021-10-31,5745.5,6080
Canada,CAN,2021-11-07,5823.5,6280
Canada,CAN,2021-11-14,5769.5,6390
Canada,CAN,2021-11-21,5791.5,6190
Canada,CAN,2021-11-28,5824.5,6265
Canada,CAN,2021-12-05,5845.5,6365
Canada,CAN,2021-12-12,5884.5,6235
Canada,CAN,2021-12-19,5990.5,6440
Canada,CAN,2021-12-26,6059.5,6560
Canada,CAN,2022-01-02,6150.5,6540
Canada,CAN,2022-01-09,6641.9,7155
Canada,CAN,2022-01-16,6680.9,7805
Canada,CAN,2022-01-23,6639.9,8040
Canada,CAN,2022-01-30,6547.9,7760
Canada,CAN,2022-02-06,6334.9,7445
Canada,CAN,2022-02-13,6337.9,7120
Canada,CAN,2022-02-20,6331.9,6740
Canada,CAN,2022-02-27,6282.9,6430
Canada,CAN,2022-03-06,6207.9,6340
Canada,CAN,2022-03-13,6220.9,6140
Canada,CAN,2022-03-20,6114.9,6040
Canada,CAN,2022-03-27,6090.9,5900
Canada,CAN,2022-04-03,6035.9,5860
Canada,CAN,2022-04-10,5983.9,6240
Canada,CAN,2022-04-17,5891.9,6115
Canada,CAN,2022-04-24,5892.9,6110
Canada,CAN,2022-05-01,5838.9,6140
Canada,CAN,2022-05-08,5857.9,6290
Canada,CAN,2022-05-15,5767.9,6450
Canada,CAN,2022-05-22,5647.9,6000
Canada,CAN,2022-05-29,5602.9,5910
Canada,CAN,2022-06-05,5542.9,5870
Canada,CAN,2022-06-12,5493.9,5850
Canada,CAN,2022-06-19,5485.9,5755
Canada,CAN,2022-06-26,5441.9,5605
Canada,CAN,2022-07-03,5473.9,5815
Canada,CAN,2022-07-10,5492.9,5815
Canada,CAN,2022-07-17,5445.9,6080
Canada,CAN,2022-07-24,5377.9,6085
Canada,CAN,2022-07-31,5419.9,6030
Canada,CAN,2022-08-07,5411.9,6030
Canada,CAN,2022-08-14,5433.9,6095
Canada,CAN,2022-08-21,5408.9,6040
Canada,CAN,2022-08-28,5418.9,6000
Canada,CAN,2022-09-04,5460.9,6150
Canada,CAN,2022-09-11,5502.9,6030
Canada,CAN,2022-09-18,5491.9,6060
Canada,CAN,2022-09-25,5523.9,6215
Canada,CAN,2022-10-02,5652.9,6455
Canada,CAN,2022-10-09,5749.9,6550
Canada,CAN,2022-10-16,5780.9,6465
Canada,CAN,2022-10-23,5871.9,6630
Canada,CAN,2022-10-30,5858.9,6725
Canada,CAN,2022-11-06,5936.9,6800
Canada,CAN,2022-11-13,5882.9,6640
Canada,CAN,2022-11-20,5904.9,6820
Canada,CAN,2022-11-27,5937.9,7010
Canada,CAN,2022-12-04,5958.9,7175
Canada,CAN,2022-12-11,5997.9,7160
Canada,CAN,2022-12-18,6103.9,7005
Canada,CAN,2022-12-25,6172.9,7105
Canada,CAN,2023-01-01,6263.9,7350
Canada,CAN,2023-01-08,6755.3,7085
